"SETTLEMENT_DATE","SETTLEMENT_PERIOD","ND","TSD","ENGLAND_WALES_DEMAND","EMBEDDED_WIND_GENERATION","EMBEDDED_WIND_CAPACITY","EMBEDDED_SOLAR_GENERATION","EMBEDDED_SOLAR_CAPACITY","NON_BM_STOR","PUMP_STORAGE_PUMPING","SCOTTISH_TRANSFER","IFA_FLOW","IFA2_FLOW","BRITNED_FLOW","MOYLE_FLOW","EAST_WEST_FLOW","NEMO_FLOW","NSL_FLOW","ELECLINK_FLOW","VIKING_FLOW","GREENLINK_FLOW"
"2026-01-20",8,23888,28249,21862,2215,6606,0,21504,0,285,3872,1203,682,-1015,-138,0,-806,-487,690,-1030,7
"2026-01-20",9,23627,27439,21580,2303,6606,0,21504,0,283,3872,663,256,-1069,-14,0,-901,-872,327,-73,151
"2026-01-20",10,23513,27429,21379,2391,6606,0,21504,0,382,3671,589,221,-1070,0,0,-904,-942,297,-18,200
"2026-01-20",11,23678,28673,21594,2490,6606,0,21504,0,389,3666,-28,19,-1070,56,40,-1018,-1210,41,-680,200
"2026-01-20",12,24372,29499,22243,2588,6606,0,21504,0,317,3536,-130,-10,-1069,11,1,-1022,-1257,24,-722,200
"2026-01-20",13,26582,32719,24333,2709,6606,0,21504,0,317,3313,-433,-565,-1074,76,0,-996,-1430,13,-722,200
"2026-01-20",14,29569,35812,27064,2829,6606,0,21504,0,323,3415,-473,-602,-1074,192,0,-995,-1452,25,-724,200
"2026-01-20",15,32555,38474,29847,2973,6606,0,21504,0,325,3432,-191,-531,-1075,127,0,-1021,-1452,480,-724,166
"2026-01-20",16,34059,40010,31298,3117,6606,0,21504,0,421,3489,-152,-504,-1075,9,0,-1022,-1453,512,-724,33
"2026-01-20",17,34862,40191,31982,3314,6606,18,21504,0,332,3701,255,322,-1075,-55,0,-1022,-1453,585,-724,-68
"2026-01-20",18,35270,40686,32394,3511,6606,373,21504,0,316,3823,325,383,-1074,-10,0,-1021,-1453,588,-724,-218
"2026-01-20",19,35886,40713,32847,3638,6606,1076,21504,0,211,3510,803,514,-822,0,0,-720,-1453,512,-724,-297
"2026-01-20",20,35351,39934,32324,3765,6606,1736,21504,0,163,3701,881,529,-786,0,0,-703,-1441,508,-724,-166
"2026-01-20",21,35059,38272,32056,3857,6606,2588,21504,0,168,3862,1158,753,-162,0,0,-211,-1294,501,-724,-54
"2026-01-20",22,34334,37416,31427,3949,6606,2904,21504,0,167,4098,1166,768,-134,0,0,-190,-1267,501,-724,58
"2026-01-20",23,34198,37325,31285,4081,6606,3484,21504,0,168,4093,992,781,110,0,0,-473,-1162,495,-724,123
"2026-01-20",24,33611,36754,30806,4213,6606,3935,21504,0,166,4407,985,786,118,23,0,-484,-1169,494,-724,200
"2026-01-20",25,33845,37956,31112,4314,6606,3582,21504,0,165,4792,1232,956,-620,0,0,-581,-1421,465,-724,173
"2026-01-20",26,33761,38034,31019,4415,6606,3498,21504,0,166,4942,1264,969,-743,0,0,-587,-1453,467,-724,156
"2026-01-20",27,33645,38652,31025,4530,6606,3306,21504,0,164,5041,1466,991,-1062,0,0,-1004,-1453,584,-724,100
"2026-01-20",28,33774,38814,31094,4644,6606,2960,21504,0,166,4819,1492,992,-1076,19,0,-1021,-1453,590,-724,176
"2026-01-20",29,34029,38960,31378,4704,6606,2278,21504,0,165,5170,1415,992,-1067,0,0,-922,-1453,537,-724,126
"2026-01-20",30,34404,39313,31906,4764,6606,1406,21504,0,166,5214,1405,983,-1066,0,0,-919,-1453,533,-705,125
"2026-01-20",31,34751,38932,32328,4787,6606,649,21504,0,164,5227,1341,646,-1075,40,0,-846,-1453,520,-43,131
"2026-01-20",32,35907,40011,33433,4810,6606,184,21504,0,99,5287,1333,632,-1075,81,0,-842,-1453,527,-35,26
"2026-01-20",33,36626,41330,34083,4760,6606,13,21504,0,10,5157,1478,969,-1076,4,0,-479,-1453,771,-1019,-67
"2026-01-20",34,37972,42931,35334,4710,6606,0,21504,0,10,5033,1497,980,-1075,-68,0,-466,-1453,786,-1096,-191
"2026-01-20",35,38925,44384,36227,4643,6606,0,21504,0,7,5272,1069,579,-1075,-59,0,-831,-1453,742,-1096,-338
"2026-01-20",36,39417,44974,36738,4575,6606,0,21504,0,7,5438,1012,547,-1072,-5,0,-845,-1453,732,-1096,-479
"2026-01-20",37,39100,43902,36561,4572,6606,0,21504,0,7,5474,655,378,-606,-34,0,-568,-1453,451,-1096,-438
"2026-01-20",38,38332,42958,35826,4569,6606,0,21504,0,9,5422,606,354,-584,-6,0,-558,-1453,431,-1096,-320
"2026-01-20",39,37575,42034,35184,4574,6606,0,21504,0,8,5464,564,-107,-413,-59,-12,-539,-1453,351,-1096,-172
"2026-01-20",40,36556,40802,34284,4578,6606,0,21504,0,7,5516,562,-132,-407,17,0,-538,-1437,345,-1092,-33
"2026-01-20",41,35652,39310,33498,4546,6606,0,21504,0,7,5579,1268,86,-273,5,0,-576,-1237,299,-965,67
"2026-01-20",42,34358,37940,32254,4513,6606,0,21504,0,7,5607,1363,107,-263,79,0,-577,-1187,293,-948,187
"2026-01-20",43,32633,35086,30670,4475,6606,0,21504,0,7,5521,730,348,-2,7,0,-332,-865,180,-647,200
"2026-01-20",44,30922,33457,29166,4436,6606,0,21504,0,143,5365,646,369,0,0,0,-323,-843,175,-626,200
"2026-01-20",45,29082,32183,27481,4450,6606,0,21504,0,161,5651,854,533,-336,0,0,-301,-1066,289,-637,200
"2026-01-20",46,27675,30845,26143,4463,6606,0,21504,0,161,5624,882,555,-381,0,0,-300,-1081,305,-647,200
"2026-01-20",47,26199,30370,24800,4418,6606,0,21504,0,161,5573,1413,950,-1002,-67,-54,-460,-932,596,-895,200
"2026-01-20",48,25124,29431,23755,4372,6606,0,21504,0,162,5343,1506,978,-1035,-220,-10,-465,-902,624,-913,120
"2026-01-21",1,25317,29398,23947,4262,6606,0,21504,0,35,5267,1502,973,-1021,-333,0,-344,-763,956,-955,-30
"2026-01-21",2,25756,29795,24428,4152,6606,0,21504,0,30,5500,1502,973,-1020,-248,0,-339,-734,978,-958,-110
"2026-01-21",3,25533,29332,24263,4015,6606,0,21504,0,164,5327,1504,991,-833,-315,0,-173,-587,996,-884,-243
"2026-01-21",4,24992,28829,23803,3877,6606,0,21504,0,163,5561,1505,992,-825,-241,0,-167,-573,997,-875,-393
"2026-01-21",5,24780,28414,23608,3771,6606,0,21504,0,163,5517,1505,992,-697,-293,0,44,-623,996,-752,-506
"2026-01-21",6,24395,27925,23247,3664,6606,0,21504,0,159,5513,1505,992,-692,-191,0,52,-633,996,-741,-514
"2026-01-21",7,23771,26929,22655,3569,6606,0,21504,0,161,5405,1505,992,-467,-44,0,-15,-676,996,-681,-514
"2026-01-21",8,23583,26659,22412,3473,6606,0,21504,0,164,5091,1505,992,-459,0,0,-18,-674,996,-673,-488
"2026-01-21",9,23347,26061,22103,3338,6606,0,21504,0,165,4703,1505,992,-241,-5,0,-188,-578,996,-519,-418
"2026-01-21",10,23509,26185,22166,3203,6606,0,21504,0,165,4230,1506,992,-232,-94,0,-194,-570,996,-512,-309
"2026-01-21",11,23925,26751,22543,3133,6606,0,21504,0,165,4072,1506,992,-240,-49,0,-389,-621,997,-605,-157
"2026-01-21",12,24898,27563,23337,3063,6606,0,21504,0,166,3669,1507,990,-237,0,0,-397,-639,994,-604,-22
"2026-01-21",13,27551,30034,25711,3044,6606,0,21504,0,164,3710,1477,896,95,69,44,-648,-785,849,-286,68
"2026-01-21",14,30018,32441,27943,3025,6606,0,21504,0,166,3420,1472,892,102,118,1,-657,-772,844,-228,163
"2026-01-21",15,32731,34215,30402,3043,6606,0,21504,0,103,2901,1502,968,232,8,0,-394,-387,988,732,159
"2026-01-21",16,34508,35799,31924,3061,6606,15,21504,0,13,2815,1505,973,240,0,0,-368,-310,997,813,29
"2026-01-21",17,35986,36668,33155,3152,6606,4,21504,0,14,2756,1503,991,384,0,0,399,67,997,1003,-68
"2026-01-21",18,36404,37130,33527,3243,6606,67,21504,0,16,2867,1504,992,397,0,0,448,143,997,1026,-110
"2026-01-21",19,38081,38759,35084,3432,6606,199,21504,0,12,2774,1502,992,999,0,0,963,516,997,1399,-66
"2026-01-21",20,38241,39007,35195,3620,6606,374,21504,0,17,2934,1502,992,1031,0,0,987,592,997,1414,-149
"2026-01-21",21,38277,39049,35230,3784,6606,522,21504,0,14,3274,1502,992,1058,0,0,1016,966,997,1019,-158
"2026-01-21",22,38477,39271,35493,3948,6606,713,21504,0,15,3803,1502,992,1060,0,0,1016,1037,997,991,-179
"2026-01-21",23,38217,39043,35324,4154,6606,828,21504,0,16,3798,1503,992,1060,0,0,1017,1357,997,992,-210
"2026-01-21",24,37954,38740,35069,4360,6606,953,21504,0,16,3991,1502,992,1060,0,0,1016,1382,997,991,-170
"2026-01-21",25,38009,38991,35131,4528,6606,975,21504,0,16,4066,1502,992,1060,-75,0,1017,1195,998,968,-291
"2026-01-21",26,37817,39025,35053,4696,6606,911,21504,0,16,4537,1502,992,1060,-170,0,1016,1143,997,972,-422
"2026-01-21",27,37965,39330,35287,4861,6606,799,21504,0,13,4907,1503,992,1059,-240,0,1017,770,997,1195,-512
"2026-01-21",28,37472,38989,34895,5025,6606,660,21504,0,14,5021,1503,992,1053,-389,0,1017,695,997,1204,-514
"2026-01-21",29,36675,38252,34183,4932,6606,541,21504,0,9,5179,1503,992,377,-436,-18,909,321,997,823,-514
"2026-01-21",30,36217,37855,33694,4839,6606,445,21504,0,8,4944,1503,992,319,-411,-122,896,256,997,808,-497
"2026-01-21",31,36403,37852,33971,4919,6606,217,21504,0,7,5142,1505,992,-97,-296,-49,279,25,998,1250,-400
"2026-01-21",32,37079,38787,34622,4999,6606,65,21504,0,6,5088,1505,992,-104,-354,-149,247,-5,998,1282,-490
"2026-01-21",33,37741,39697,35176,4954,6606,10,21504,0,6,4835,1504,993,-104,-426,-301,481,-5,998,1315,-514
"2026-01-21",34,38938,41063,36303,4909,6606,0,21504,0,6,4909,1504,992,-104,-450,-452,483,26,997,1320,-513
"2026-01-21",35,40109,42294,37173,4843,6606,0,21504,0,4,4601,1505,992,621,-450,-531,-86,400,998,1416,-514
"2026-01-21",36,40056,42273,37104,4776,6606,0,21504,0,6,4634,1504,992,742,-451,-531,-115,462,998,1422,-514
"2026-01-21",37,39765,41868,36956,4700,6606,0,21504,0,7,4789,1504,992,714,-451,-531,7,669,998,1422,-514
"2026-01-21",38,39090,41192,36402,4623,6606,0,21504,0,6,4840,1504,992,712,-451,-531,13,712,998,1422,-514
"2026-01-21",39,38259,40360,35696,4635,6606,0,21504,0,5,4873,1504,992,833,-451,-531,379,931,998,1423,-514
"2026-01-21",40,37170,39268,34733,4646,6606,0,21504,0,2,4627,1503,992,837,-451,-531,392,953,998,1425,-514
"2026-01-21",41,35708,37813,33400,4585,6606,0,21504,0,7,4835,1504,992,620,-451,-531,-2,882,998,1426,-514
"2026-01-21",42,34614,36738,32420,4524,6606,0,21504,0,9,5095,1504,992,573,-451,-531,-19,844,998,1425,-514
"2026-01-21",43,32844,35477,30824,4426,6606,0,21504,0,0,5269,1505,992,-151,-451,-531,-386,471,998,1395,-514
"2026-01-21",44,31525,34192,29700,4327,6606,0,21504,0,5,5587,1505,984,-166,-451,-531,-400,396,986,1393,-514
"2026-01-21",45,29207,32483,27540,4294,6606,0,21504,0,5,5599,1393,687,-579,-451,-531,-596,22,561,1420,-514
"2026-01-21",46,27784,31159,26217,4261,6606,0,21504,0,11,5607,1378,675,-611,-451,-531,-603,-55,546,1402,-513
"2026-01-21",47,25972,30472,24491,4195,6606,0,21504,0,663,5644,1491,972,-971,-451,-531,-337,-433,969,668,-514
"2026-01-21",48,24899,29683,23456,4129,6606,0,21504,0,907,5487,1506,992,-974,-451,-531,-327,-480,997,619,-514
"2026-01-22",1,25283,30078,23864,4015,6606,0,21504,0,759,5686,1506,992,-1074,-391,-531,-439,-487,996,760,-514
"2026-01-22",2,25703,30174,24285,3901,6606,0,21504,0,485,5623,1506,992,-1077,-356,-531,-443,-465,997,776,-514
"2026-01-22",3,25468,30110,24124,3828,6606,0,21504,0,921,5674,1506,992,-1075,-356,-531,-462,-183,997,996,-514
"2026-01-22",4,24865,29503,23559,3755,6606,0,21504,0,950,5803,1507,992,-1074,-356,-531,-462,-151,997,1005,-514
"2026-01-22",5,24528,28602,23306,3720,6606,0,21504,0,685,5834,1506,992,-970,-356,-531,-242,-177,998,762,-513
"2026-01-22",6,24135,28177,22933,3684,6606,0,21504,0,629,5794,1506,992,-966,-356,-531,-235,-211,998,752,-514
"2026-01-22",7,23702,28571,22537,3613,6606,0,21504,0,777,5812,1507,992,-902,-356,-531,-598,-591,997,1019,-514
"2026-01-22",8,23180,28283,22060,3542,6606,0,21504,0,939,5551,1507,992,-900,-356,-531,-613,-650,997,1038,-514
"2026-01-22",9,23091,28553,22047,3496,6606,0,21504,0,884,5767,1507,992,-926,-356,-531,-854,-798,996,995,-513
"2026-01-22",10,22910,28394,21836,3449,6606,0,21504,0,928,5643,1507,985,-927,-356,-504,-863,-793,988,992,-513
"2026-01-22",11,23542,27847,22420,3457,6606,0,21504,0,145,5661,1128,717,-863,-356,-377,-955,-495,711,1040,-514
"2026-01-22",12,24262,28377,23029,3464,6606,0,21504,0,13,5577,1077,693,-861,-356,-385,-959,-428,686,1047,-513
"2026-01-22",13,26766,30094,25275,3466,6606,0,21504,0,9,5466,751,504,-710,-304,-265,-959,-52,451,1107,-429
"2026-01-22",14,28772,32044,27083,3468,6606,0,21504,0,8,5408,707,499,-704,-295,-339,-959,26,444,1113,-367
"2026-01-22",15,31832,35085,29900,3443,6606,0,21504,0,8,5016,1102,785,-442,-429,-486,-797,400,711,1168,-491
"2026-01-22",16,33586,36885,31610,3418,6606,0,21504,0,12,5072,1155,802,-417,-450,-531,-775,475,729,1166,-514
"2026-01-22",17,34757,37480,32552,3414,6606,7,21504,0,17,4894,1239,737,-597,-450,-531,-14,849,765,939,-514
"2026-01-22",18,35337,38023,33039,3409,6606,109,21504,0,16,4834,1263,739,-564,-450,-531,54,925,773,927,-525
"2026-01-22",19,36907,39015,34527,3410,6606,252,21504,0,13,4584,1475,951,826,-450,-531,936,1299,980,1073,-514
"2026-01-22",20,37084,39193,34572,3410,6606,528,21504,0,13,4001,1503,966,1056,-451,-531,994,1348,994,1089,-514
"2026-01-22",21,36744,38853,34278,3474,6606,752,21504,0,13,4065,1503,990,1053,-451,-531,873,1391,997,1282,-514
"2026-01-22",22,37053,39162,34530,3537,6606,931,21504,0,13,3963,1503,992,1053,-451,-531,869,1397,998,1292,-514
"2026-01-22",23,37404,39512,34865,3597,6606,1022,21504,0,13,3846,1502,992,1048,-451,-531,1012,1397,997,1143,-513
"2026-01-22",24,37241,39351,34639,3656,6606,991,21504,0,15,3665,1503,992,1048,-450,-531,1017,1397,998,1133,-514
"2026-01-22",25,37624,39734,35041,3680,6606,1107,21504,0,15,4055,1502,992,1048,-450,-531,983,1397,997,1264,-514
"2026-01-22",26,37534,39644,34930,3704,6606,1065,21504,0,15,4275,1503,992,1049,-450,-531,982,1389,997,1270,-514
"2026-01-22",27,37428,39642,34942,3670,6606,853,21504,0,120,4331,1503,992,1045,-450,-531,1013,1296,998,1134,-513
"2026-01-22",28,37448,39605,34949,3636,6606,678,21504,0,62,4407,1503,992,1045,-450,-531,979,1255,998,1128,-514
"2026-01-22",29,37092,39240,34667,3669,6606,635,21504,0,9,4652,1504,992,891,-450,-531,-44,881,998,1311,-514
"2026-01-22",30,36891,39118,34520,3702,6606,570,21504,0,13,4730,1504,992,871,-450,-531,-119,806,998,1321,-514
"2026-01-22",31,36960,39357,34546,3755,6606,330,21504,0,9,4941,1504,992,185,-450,-531,-293,433,998,1193,-514
"2026-01-22",32,38008,40409,35511,3808,6606,145,21504,0,7,5117,1504,992,150,-450,-531,-299,395,997,1186,-514
"2026-01-22",33,38721,41199,36106,3836,6606,15,21504,0,6,5073,1326,992,103,-450,-531,-377,487,971,1232,-514
"2026-01-22",34,39559,42038,36884,3863,6606,0,21504,0,5,5028,1296,974,122,-450,-531,-379,527,934,1240,-514
"2026-01-22",35,40378,42578,37603,3902,6606,0,21504,0,8,5050,320,340,948,-450,-531,-35,901,-62,1410,-514
"2026-01-22",36,40195,42436,37516,3940,6606,0,21504,0,8,5200,181,295,1002,-450,-531,-11,977,-127,1423,-514
"2026-01-22",37,40008,42112,37422,3946,6606,0,21504,0,9,5307,157,254,1017,-450,-531,628,1351,45,1426,-514
"2026-01-22",38,39268,41372,36747,3952,6606,0,21504,0,9,5227,155,256,1018,-450,-531,654,1397,66,1425,-514
"2026-01-22",39,38349,40454,35940,3922,6606,0,21504,0,10,5223,592,415,950,-450,-531,68,1397,401,1406,-514
"2026-01-22",40,37334,39438,34973,3891,6606,0,21504,0,9,5207,651,429,939,-450,-531,39,1397,429,1404,-514
"2026-01-22",41,36454,38557,34188,3875,6606,0,21504,0,9,5141,840,520,320,-450,-531,193,1397,625,1421,-513
"2026-01-22",42,34706,36810,32504,3858,6606,0,21504,0,9,4979,865,522,280,-450,-531,198,1397,632,1422,-514
"2026-01-22",43,33139,35574,31119,3878,6606,0,21504,0,7,5086,972,362,-333,-450,-531,43,1397,436,1425,-514
"2026-01-22",44,31587,34056,29739,3898,6606,0,21504,0,7,4967,986,350,-367,-450,-531,37,1367,418,1426,-514
"2026-01-22",45,29633,32024,27888,3894,6606,0,21504,0,7,5150,566,327,-106,-450,-531,-183,993,244,1426,-514
"2026-01-22",46,28308,30706,26727,3890,6606,0,21504,0,8,5294,510,324,-104,-450,-531,-191,918,234,1420,-514
"2026-01-22",47,26860,29183,25312,3917,6606,0,21504,0,8,5346,310,279,-107,-404,-511,-179,544,296,1223,-514
"2026-01-22",48,25700,27962,24232,3944,6606,0,21504,0,116,5432,288,290,-108,-304,-441,-179,468,315,1209,-514
"2026-01-23",1,26049,29240,24574,3932,6606,0,21504,0,258,5320,1194,781,-720,-301,-409,-389,96,825,1248,-514
"2026-01-23",2,26493,29809,25068,3919,6606,0,21504,0,408,5496,1288,818,-800,-301,-296,-397,46,861,1252,-514
"2026-01-23",3,26136,29332,24780,3894,6606,0,21504,0,541,5580,1003,952,-642,-301,-390,-209,2,988,1252,-513
"2026-01-23",4,25536,28949,24191,3868,6606,0,21504,0,789,5789,1036,963,-636,-301,-366,-202,-5,996,1254,-514
"2026-01-23",5,25173,28714,23906,3854,6606,0,21504,0,971,5721,1505,990,-602,-301,-491,-57,-5,998,1327,-514
"2026-01-23",6,24626,28160,23425,3840,6606,0,21504,0,965,5541,1506,992,-600,-301,-491,-52,-11,997,1334,-514
"2026-01-23",7,24303,27717,23175,3818,6606,0,21504,0,961,5647,1505,992,-552,-301,-394,11,-92,998,1414,-514
"2026-01-23",8,23685,27220,22575,3796,6606,0,21504,0,962,5678,1506,992,-552,-301,-494,13,-112,997,1422,-514
"2026-01-23",9,23434,27782,22287,3754,6606,0,21504,0,899,5797,1506,992,-909,-301,-505,-379,-241,998,1423,-514
"2026-01-23",10,23305,27631,22077,3711,6606,0,21504,0,862,5828,1506,984,-924,-301,-484,-401,-240,984,1423,-514
"2026-01-23",11,23488,27549,22259,3772,6606,0,21504,0,398,5813,1050,674,-927,-301,-337,-954,-30,495,1423,-514
"2026-01-23",12,24216,27794,22952,3833,6606,0,21504,0,87,5596,988,648,-926,-301,-192,-980,-2,465,1423,-490
"2026-01-23",13,26426,29600,24933,3873,6606,0,21504,0,14,5468,947,466,-964,-268,-196,-767,24,504,1383,-365
"2026-01-23",14,28581,31931,26908,3912,6606,0,21504,0,11,5436,941,461,-938,-295,-348,-759,51,516,1380,-399
"2026-01-23",15,31097,34055,29245,3993,6606,0,21504,0,77,4848,830,708,-152,-429,-492,-700,358,864,1417,-508
"2026-01-23",16,32918,35945,30876,4073,6606,0,21504,0,116,4790,815,732,-118,-450,-531,-698,426,888,1420,-514
"2026-01-23",17,34471,37024,32109,4175,6606,18,21504,0,8,4290,1087,975,240,-450,-531,-450,800,964,1420,-514
"2026-01-23",18,35102,37666,32669,4276,6606,180,21504,0,54,4101,1124,991,287,-450,-531,-415,876,970,1420,-514
"2026-01-23",19,35947,38091,33419,4372,6606,452,21504,0,76,3808,1405,965,1026,-450,-504,491,1249,969,1420,-514
"2026-01-23",20,36013,37952,33459,4467,6606,915,21504,0,9,3758,1443,963,1058,-450,-366,551,1302,969,1420,-514
"2026-01-23",21,35886,37673,33335,4471,6606,1603,21504,0,9,3692,1430,968,1058,-450,-214,369,1386,957,1420,-514
"2026-01-23",22,35995,37542,33440,4474,6606,1610,21504,0,9,3859,1428,968,1059,-362,-62,360,1397,956,1410,-514
"2026-01-23",23,35653,37022,33181,4544,6606,1589,21504,0,10,4026,1453,954,1047,-259,65,-55,1397,967,1018,-445
"2026-01-23",24,35464,36546,33031,4613,6606,1655,21504,0,10,4232,1456,955,1047,-112,46,-66,1397,970,991,-294
"2026-01-23",25,35793,36642,33393,4601,6606,1631,21504,0,9,4268,1498,990,1058,-98,0,505,1397,996,991,-142
"2026-01-23",26,35875,36558,33427,4589,6606,1880,21504,0,9,4202,1504,992,1058,-10,0,533,1397,998,998,-64
"2026-01-23",27,35644,36256,33178,4550,6606,1970,21504,0,9,4090,1503,991,1049,0,0,713,1397,998,1278,-3
"2026-01-23",28,35485,36097,32926,4511,6606,1577,21504,0,12,4019,1503,992,1049,0,0,713,1394,998,1301,44
"2026-01-23",29,35291,35900,32716,4485,6606,1195,21504,0,9,4043,1503,992,806,0,0,130,1357,999,1413,88
"2026-01-23",30,35316,35926,32772,4459,6606,875,21504,0,10,4407,1504,992,792,0,0,100,1346,998,1421,214
"2026-01-23",31,35446,36198,32857,4467,6606,518,21504,0,9,4844,1444,978,292,0,0,-143,1261,984,1421,188
"2026-01-23",32,35960,36725,33320,4475,6606,307,21504,0,13,5026,1435,977,263,37,0,-152,1240,983,1421,179
"2026-01-23",33,36639,37560,33902,4495,6606,84,21504,0,9,5041,1381,964,-119,-23,0,-170,1108,971,1421,38
"2026-01-23",34,37762,38875,34967,4514,6606,0,21504,0,9,5242,1372,955,-129,-141,0,-166,1112,962,1421,-68
"2026-01-23",35,38909,39764,35999,4543,6606,0,21504,0,9,5327,866,646,631,-95,0,346,1366,709,1421,-151
"2026-01-23",36,38967,39857,36105,4572,6606,0,21504,0,9,5281,797,619,759,-139,0,369,1397,689,1421,-142
"2026-01-23",37,38508,39400,35726,4567,6606,0,21504,0,9,5492,951,403,999,-123,0,593,1397,516,1421,-160
"2026-01-23",38,37834,38531,35173,4561,6606,0,21504,0,9,5470,972,393,1009,-61,0,601,1397,506,1421,-27
"2026-01-23",39,36942,37602,34464,4534,6606,0,21504,0,13,5378,1025,546,1006,-47,0,798,1397,578,1421,68
"2026-01-23",40,36024,36634,33624,4507,6606,0,21504,0,10,5457,1032,553,1007,41,0,801,1397,581,1421,189
"2026-01-23",41,34774,35384,32500,4518,6606,0,21504,0,10,5412,771,449,722,1,0,338,1397,521,1421,200
"2026-01-23",42,33407,34055,31189,4528,6606,0,21504,0,10,5387,736,435,710,-38,0,317,1392,506,1421,181
"2026-01-23",43,31842,32533,29792,4471,6606,0,21504,0,91,5388,331,185,476,56,0,341,1329,125,1421,200
"2026-01-23",44,30526,31292,28615,4414,6606,0,21504,0,166,5384,277,164,467,11,0,342,1291,101,1421,200
"2026-01-23",45,28610,29410,26933,4417,6606,0,21504,0,200,5333,37,6,252,0,0,79,919,77,1421,200
"2026-01-23",46,27698,28596,26163,4420,6606,0,21504,0,295,5497,6,-3,240,0,0,69,843,77,1420,200
"2026-01-23",47,25985,27690,24509,4352,6606,0,21504,0,659,5466,145,38,-217,68,-52,-177,469,98,1360,200
"2026-01-23",48,25232,27422,23736,4283,6606,0,21504,0,1157,5308,164,48,-238,189,-9,-186,395,105,1354,200
"2026-01-24",1,25649,27972,24123,4227,6606,0,21504,0,1176,5086,604,312,-365,200,0,-182,40,318,1318,200
"2026-01-24",2,25919,28162,24387,4170,6606,0,21504,0,1088,4850,663,334,-369,200,0,-182,-4,337,1314,200
"2026-01-24",3,25785,28233,24221,4134,6606,0,21504,0,1229,4686,905,486,-494,200,0,-121,-4,541,1246,200
"2026-01-24",4,25054,27500,23522,4098,6606,0,21504,0,1190,4753,938,508,-501,200,0,-120,-35,564,1237,195
"2026-01-24",5,24531,28019,23065,4112,6606,0,21504,0,1177,4794,1391,927,-853,200,0,-446,-412,923,1186,89
"2026-01-24",6,23899,27417,22571,4126,6606,0,21504,0,1108,4834,1452,956,-868,200,0,-458,-484,947,1176,87
"2026-01-24",7,23348,27331,22165,4130,6606,0,21504,0,1093,5296,1502,990,-1066,200,0,-420,-804,995,1017,12
"2026-01-24",8,22598,26617,21435,4134,6606,0,21504,0,1108,5307,1508,985,-1074,200,0,-419,-818,989,1004,97
"2026-01-24",9,22019,25979,20908,4100,6606,0,21504,0,1097,5445,1060,726,-1054,200,0,-711,-498,681,1003,129
"2026-01-24",10,21854,25746,20748,4066,6606,0,21504,0,1088,5576,1000,695,-1054,200,0,-722,-428,650,997,182
"2026-01-24",11,21725,25405,20587,4074,6606,0,21504,0,1081,5493,721,272,-1074,200,0,-874,-51,266,874,200
"2026-01-24",12,21744,25378,20536,4082,6606,0,21504,0,1077,5208,683,241,-1074,200,0,-879,-4,240,866,200
"2026-01-24",13,22862,26193,21454,4126,6606,0,21504,0,768,4915,533,178,-1044,200,0,-914,-5,206,913,200
"2026-01-24",14,23827,26698,22393,4169,6606,0,21504,0,326,4897,512,173,-1030,200,0,-915,13,207,911,190
"2026-01-24",15,25129,27058,23728,4157,6606,0,21504,0,173,4893,564,141,-269,200,0,-887,224,328,690,193
"2026-01-24",16,26182,28050,24748,4144,6606,0,21504,0,169,5049,571,147,-216,199,0,-883,266,338,687,82
"2026-01-24",17,27668,28928,26059,4092,6606,93,21504,0,169,4799,648,409,95,109,0,-458,464,413,1123,-33
"2026-01-24",18,28613,30028,26856,4039,6606,626,21504,0,169,4851,661,438,102,-40,0,-431,477,426,1141,-175
"2026-01-24",19,29388,30564,27392,4074,6606,1635,21504,0,16,4569,1174,822,639,-190,-45,187,335,692,660,-325
"2026-01-24",20,29584,30929,27433,4109,6606,2671,21504,0,13,4781,1245,848,729,-260,-2,217,330,714,628,-470
"2026-01-24",21,29921,31393,27664,4115,6606,3284,21504,0,13,4645,1313,839,692,-345,0,417,493,878,741,-514
"2026-01-24",22,29717,31301,27417,4120,6606,3876,21504,0,10,4713,1322,837,691,-448,0,424,530,875,750,-526
"2026-01-24",23,29542,31182,27231,4116,6606,4188,21504,0,10,4758,1151,786,909,-452,-64,578,736,428,771,-514
"2026-01-24",24,29270,30993,26961,4111,6606,4280,21504,0,10,5000,1128,788,918,-383,-216,583,740,416,766,-514
"2026-01-24",25,29446,31200,27123,4126,6606,4461,21504,0,10,5165,1461,978,1010,-263,-367,767,478,962,433,-514
"2026-01-24",26,29273,31154,26926,4140,6606,4788,21504,0,10,5200,1507,992,1013,-252,-505,774,416,998,415,-514
"2026-01-24",27,29283,31189,26964,4106,6606,4251,21504,0,10,5119,1507,992,1054,-251,-531,1007,42,997,648,-514
"2026-01-24",28,29726,31641,27322,4071,6606,3563,21504,0,13,4832,1507,992,1047,-252,-531,1015,-5,997,657,-514
"2026-01-24",29,29848,31683,27454,4089,6606,2832,21504,0,15,4863,1505,992,420,-251,-451,690,-4,998,385,-514
"2026-01-24",30,30498,32202,28147,4107,6606,2141,21504,0,15,4950,1506,992,370,-251,-311,654,-13,997,354,-514
"2026-01-24",31,30968,33471,28630,4119,6606,1065,21504,0,15,5263,1507,992,-549,-251,-201,-210,-124,998,-39,-514
"2026-01-24",32,31595,34337,29209,4131,6606,353,21504,0,15,5072,1507,992,-644,-251,-262,-264,-129,998,-63,-514
